iter	Logloss
0	0.4875134786
1	0.3919951545
2	0.3141493479
3	0.258825175
4	0.2340362337
5	0.2104403602
6	0.1847712623
7	0.1581912782
8	0.1421229257
9	0.135357221
10	0.1262545586
11	0.1150305536
12	0.1056090461
13	0.09655718274
14	0.08815818893
15	0.08268773291
16	0.07441236708
17	0.06851019859
18	0.06386392911
19	0.05737533569
20	0.05345570776
21	0.05061423514
22	0.0494462649
23	0.04801667531
24	0.04471142027
25	0.04319445027
26	0.04165025817
27	0.03894172774
28	0.0365925471
29	0.03522302045
30	0.03307982021
31	0.0318879207
32	0.02983288765
33	0.02810177803
34	0.02655443086
35	0.02526512146
36	0.02425000668
37	0.02294970089
38	0.0221446024
39	0.02088550462
40	0.02004918787
41	0.01918991672
42	0.01844805082
43	0.01776920954
44	0.01718064149
45	0.01657040914
46	0.01594164107
47	0.01533167495
48	0.01495417224
49	0.01454471747
50	0.01408216556
51	0.01386348936
52	0.01338881652
53	0.01282709705
54	0.01260920366
55	0.01239892774
56	0.01211096181
57	0.01166376405
58	0.01130123933
59	0.01096134053
60	0.01073263884
61	0.01050832801
62	0.01022407876
63	0.009957371155
64	0.009675596158
65	0.009523688422
66	0.009342366457
67	0.009126520157
68	0.008905933963
69	0.00874510275
70	0.008554104964
71	0.00841334131
72	0.008273889621
73	0.008079959287
74	0.007890820503
75	0.007733590073
76	0.007545793056
77	0.00739392572
78	0.007290087806
79	0.007183409399
80	0.007056725025
81	0.006925430563
82	0.006836752097
83	0.006754889753
84	0.006655804316
85	0.006555310885
86	0.006493426694
87	0.006399830845
88	0.006335008807
89	0.006259181764
90	0.006134028567
91	0.006048348877
92	0.005919594235
93	0.005805179808
94	0.005805130137
95	0.005727363295
96	0.005623306168
97	0.005565900273
98	0.005484377013
99	0.005434106456
100	0.005377861195
101	0.005325282945
102	0.005235388213
103	0.005189627409
104	0.005132717556
105	0.00504777862
106	0.004989735285
107	0.004923629098
108	0.004868432548
109	0.004794215825
110	0.004729493459
111	0.004683255487
112	0.004617808594
113	0.004565228356
114	0.004489819209
115	0.004452899761
116	0.004412523905
117	0.004406731659
118	0.004362589783
119	0.004330917862
120	0.004279740651
121	0.004216515356
122	0.004188833634
123	0.004156161017
124	0.004125423564
125	0.00408166382
126	0.00404428045
127	0.00401140319
128	0.003942430351
129	0.003903889325
130	0.003867912955
131	0.003826518854
132	0.003780327241
133	0.003734442261
134	0.003705759512
135	0.003672432237
136	0.003615692589
137	0.003572307693
138	0.003553246458
139	0.003520169854
140	0.003494411045
141	0.003473813004
142	0.003449418147
143	0.003449430068
144	0.003415971332
145	0.003387860788
146	0.0033570081
147	0.003325290812
148	0.003325235844
149	0.003290930721
150	0.00326261984
151	0.003237284223
152	0.00323698918
153	0.003210482995
154	0.003179310097
155	0.003150610129
156	0.00311463111
157	0.00309565564
158	0.003063497941
159	0.003027400043
160	0.003002435631
161	0.002976804641
162	0.002976684438
163	0.002961139878
164	0.002960679266
165	0.002935572465
166	0.002914887667
167	0.002894259161
168	0.002876631088
169	0.002847527795
170	0.002824025353
171	0.0028048916
172	0.00280470815
173	0.002787459559
174	0.002780955036
175	0.002767900295
176	0.002767828604
177	0.002767499619
178	0.00274978396
179	0.002732638518
180	0.002732497785
181	0.002732314832
182	0.002712437345
183	0.002682304382
184	0.002661387788
185	0.002639475134
186	0.002608343628
187	0.002588325242
188	0.002572433319
189	0.002548413144
190	0.002528590957
191	0.002508549227
192	0.002502393557
193	0.002471460402
194	0.002471117179
195	0.002466216352
196	0.002454347908
197	0.002443102168
198	0.00243363248
199	0.002416290508
200	0.002397578789
201	0.002396010028
202	0.002396000094
203	0.002395969298
204	0.002395971285
205	0.002395828896
206	0.002382772002
207	0.002367140518
208	0.002350801064
209	0.002350784176
210	0.002332104908
211	0.002315546738
212	0.002303063207
213	0.00228955547
214	0.002289558119
215	0.002272267309
216	0.002272176743
217	0.00226090418
218	0.002246475551
219	0.002246495916
220	0.002246440947
221	0.002238057719
222	0.002236869269
223	0.002236856851
224	0.002236787809
225	0.002236669262
226	0.002221281495
227	0.002221261793
228	0.002212288976
229	0.00219374564
230	0.002193742163
231	0.002193666829
232	0.002193598615
233	0.002193573614
234	0.002193483048
235	0.002193473114
236	0.002193443312
237	0.00219332493
238	0.00219336715
239	0.002193207542
240	0.002193201582
241	0.00219287475
242	0.002192822264
243	0.002192796436
244	0.002192797595
245	0.00219278468
246	0.002192782197
247	0.002192780044
248	0.002192780044
249	0.002192539308
